location,lon,lat
"Суроватиха, Нижегородская область",43.9269,55.7491
"Дзержинское, Красноярский край",95.2216,56.829
"Чарышское, Алтайский край",83.5598,51.3896
"Красный Коммунар, Оренбургская область",55.3697,51.9594
"Первомайский, Ставропольский край",43.1227,44.2374
"Луговской, Свердловская область",64.5209,56.9576
"Юровка, Краснодарский край",37.4154,45.1159
"Белозерный, Краснодарский край",38.7243,45.0672
"Гидроторф, Нижегородская область",43.5413,56.473
"Чистогорский, Кемеровская область",87.3746,53.9623
"Красная Горка, Башкортостан",56.6784,55.1956
"Летник, Ростовская область",41.27,46.0353
"Иргаклы, Ставропольский край",44.7417,44.358
"Майкопское, Краснодарский край",40.7633,45.3931
"Левиха, Свердловская область",59.8958,57.5856
"Муромцево, Владимирская область",40.9078,55.9319
"Мартюш, Свердловская область",61.88,56.3997
"Матмасы, Тюменская область",67.1011,57.3045
"Иловка, Белгородская область",38.6322,50.7063
"Троицкий, Белгородская область",37.5019,51.3621
"Красный Яр, Омская область",72.9178,55.2402
"Новоильинский, Пермский край",55.4753,57.9059
"Сарс, Пермский край",57.1255,56.56
"Канглы, Ставропольский край",43.0247,44.2552
"Калья, Свердловская область",59.9853,60.2404
"Дмитриевка, Башкортостан",55.7964,54.8125
"Алексеевск, Иркутская область",108.3489,57.8393
"Рудногорск, Иркутская область",103.7421,57.2749
"Энергетик, Башкортостан",54.5875,56.2481
"Лосево, Воронежская область",40.0486,50.6773
"Высокое, Краснодарский край",39.9734,43.4818
"Игарка, Красноярский край",86.578,67.4649
"Октябрьское, Ставропольский край",42.8235,45.619
"Северка, Свердловская область",60.2883,56.8675
"Ковалевское, Краснодарский край",41.0016,45.1665
"Углеуральский, Пермский край",57.5851,58.9474
"Горноправдинск, Ханты-Мансийский АО",69.9156,60.068
"Туруханск, Красноярский край",87.9624,65.7959
"Инзер, Башкортостан",57.5588,54.2175
"Новоукраинский, Краснодарский край",38.045,44.894
"Нижняя Пойма, Красноярский край",97.2021,56.156
"Нагутское, Ставропольский край",42.884,44.4413
"Сява, Нижегородская область",46.3204,58.0208
"Черноерковская, Краснодарский край",37.7644,45.4332
"Унъюган, Ханты-Мансийский АО",64.9298,61.9477
"Дружба, Нижегородская область",42.1785,55.416
"Гремячево, Нижегородская область",43.0427,55.3904
"Мотыгино, Красноярский край",94.6767,58.1842
"Нижнетроицкий, Башкортостан",53.6888,54.3395
"Чернолесское, Ставропольский край",43.7095,44.7175
"Кочки, Новосибирская область",80.4987,54.3397
"Анджиевский, Ставропольский край",43.0884,44.2366
"Пирогово, Удмуртия",53.1597,56.7797
"Прикубанский, Краснодарский край",38.0889,45.1648
"Упорная, Краснодарский край",41.0206,44.3919
"Круглолесское, Ставропольский край",42.8098,44.6586
"Бетьки, Татарстан",52.1364,55.6697
"Заветный, Краснодарский край",41.1306,44.933
"Хатанга, Красноярский край",102.4406,71.964
"Синегорский, Ростовская область",40.8394,48.0159
"Совхозный, Краснодарский край",38.1147,45.2966
"Уфимский, Свердловская область",58.0537,56.7116
"Ишня, Ярославская область",39.3505,57.1938
"Красногвардейский, Свердловская область",62.3139,57.3793
"Заводоуспенское, Свердловская область",65.0315,56.8569
"Память Парижской Коммуны, Нижегородская область",44.4956,56.1086
"Савинка, Волгоградская область",47.0951,50.0745
"Отрадо-Ольгинское, Краснодарский край",40.9411,45.3134
"Мортка, Ханты-Мансийский АО",66.0115,59.3327
"Кошурниково, Красноярский край",93.3,54.1667
"Керчевский, Пермский край",56.3167,59.85
"Марковский, Пермский край",54.0864,56.6282
"Засосна, Белгородская область",38.3852,50.629
"Лебяжье, Алтайский край",83.6609,53.2412
"Октябрьский, Красноярский край",97.5441,57.4453
"Сухая Буйвола, Ставропольский край",42.9892,45.1545
"Теплая Гора, Пермский край",59.0754,58.5337
"Восточный, Свердловская область",61.8142,58.7988
"Черемухово, Свердловская область",59.9883,60.3435
"Пашия, Пермский край",58.2643,58.4347
"Левокумка, Ставропольский край",43.1459,44.2322
"Совхозный, Свердловская область",60.5569,56.7597
"Онохино, Тюменская область",65.5393,56.9219
"Ломинцевский, Тульская область",37.6676,53.9845
